name,iata,icao,country,lat,lon
Livingstone Harry Mwanga Nkumbula International Airport,LVI,FLHN,Zambia,-17.821699,25.822689
Lizard Island Airport,LZR,YLZI,Australia,-14.672616,145.453857
Ljubljana Joze Pucnik Airport,LJU,LJLJ,Slovenia,46.223679,14.45761
Ljungby Feringe Airport,QYJ,ESMG,Sweden,56.950447,13.921652
Ljungbyhed Airport,QEL,ESTL,Sweden,56.082779,13.2125
Llanbedr Airport,QGF,EGFD,United Kingdom,52.810944,-4.123864
Lleida Alguaire Airport,ILD,LEDA,Spain,41.726925,0.539164
Lloydminster Airport,YLL,CYLL,Canada,53.309158,-110.071999
Locarno Airport,QYZ,LSZL,Switzerland,46.165298,8.8778
Lock Airport,LOC,YLOK,Australia,-33.543629,135.693054
Lockhart River Airport,IRG,YLHR,Australia,-12.788889,143.3125
Lodwar Airport,LOK,HKLO,Kenya,3.121967,35.608688
Lodz Wladyslaw Reymont Airport,LCJ,EPLL,Poland,51.721882,19.39813
Loei Airport,LOE,VTUL,Thailand,17.439131,101.722
Logan Cache Airport,LGU,KLGU,United States,41.787498,-111.855003
Logrono Agoncillo Airport,RJL,LERJ,Spain,42.460953,-2.322235
Loikaw Airport,LIW,VYLK,Myanmar (Burma),19.6915,97.214798
Loja Ciudad de Catamayo Airport,LOH,SECA,Ecuador,-3.99589,-79.371902
Lolak Bolaang Mongondow Airport,LKM,WAMI,Indonesia,0.888682,124.033394
Lolland Falster Airport,MRW,EKMB,Denmark,54.699299,11.4401
Lombadina Airport,QBD,YLBD,Australia,-16.515251,122.923492
Lombok International Airport,LOP,WADL,Indonesia,-8.757322,116.276672
Lome Tokoin Airport,LFW,DXXX,Togo,6.165611,1.254511
Lomlom Airport,LLM,AGLM,Solomon Islands,-10.296848,166.327408
Lompoc City Airport,LPC,KLPC,United States,34.665596,-120.467377
Lompoc Vandenberg Space Force Base,VBG,KVBG,United States,34.731651,-120.577843
Londolozi Airport,LDZ,FALD,South Africa,-24.807199,31.503918
London Biggin Hill Airport,BQH,EGKB,United Kingdom,51.33083,0.0325
London City Airport,LCY,EGLC,United Kingdom,51.505268,0.055278
London Corbin Airport,LOZ,KLOZ,United States,37.087223,-84.076942
London Elstree Aerodrome,QKE,EGTR,United Kingdom,51.655834,-0.325833
London Gatwick Airport,LGW,EGKK,United Kingdom,51.148048,-0.19027
London Heathrow Airport,LHR,EGLL,United Kingdom,51.471626,-0.467081
London International Airport,YXU,CYXU,Canada,43.033051,-81.1511
London Luton Airport,LTN,EGGW,United Kingdom,51.874722,-0.36833
London Oxford Airport,OXF,EGTK,United Kingdom,51.836941,-1.32
London Southend Airport,SEN,EGMC,United Kingdom,51.571381,0.695556
London Stansted Airport,STN,EGSS,United Kingdom,51.884998,0.235
Londrina Airport,LDB,SBLO,Brazil,-23.333599,-51.130001
Lone Rock Tri-County Regional Airport,LNR,KLNR,United States,43.212608,-90.180206
Long Akah Airport,LKH,WBGA,Malaysia,3.311536,114.785988
Long Banga Airport,LBP,WBGL,Malaysia,3.202228,115.401955
Long Beach Airport,LGB,KLGB,United States,33.817719,-118.151001
Long Lellang Airport,LGL,WBGF,Malaysia,3.421,115.153999
Long Seridan Airport,ODN,WBGI,Malaysia,3.976025,115.06723
Longana Airport,LOD,NVSG,Vanuatu,-15.305296,167.968262
Longnan Cheng Xian Airport,LNL,ZLLN,China,33.787998,105.796997
Longreach Airport,LRE,YLRE,Australia,-23.434099,144.280197
Longview East Texas Regional Airport,GGG,KGGG,United States,32.38401,-94.711403
Longyan Guanzhishan Airport,LCX,ZSLD,China,25.6747,116.747002
Longyearbyen Svalbard Airport,LYR,ENSB,Norway,78.246109,15.46555
Lonorore Airport,LNE,NVSO,Vanuatu,-15.865438,168.171783
Lontras Helmuth Baungartem Airport,LOI,SSLN,Brazil,-27.159801,-49.541912
Lopez Island Airport,LPS,KS31,United States,48.485477,-122.937119
Lord Howe Island Airport,LDH,YLHI,Australia,-31.540808,159.078156
Lorengau Momote Airport,MAS,AYMO,Papua New Guinea,-2.06189,147.423996
Loreto International Airport,LTO,MMLT,Mexico,25.989189,-111.348
Lorient South Brittany Airport,LRT,LFRH,France,47.760529,-3.43995
Los Alamos Airport,LAM,KLAM,United States,35.87991,-106.270004
Los Angeles International Airport,LAX,KLAX,United States,33.94252,-118.406998
Los Angeles Maria Dolores Airport,LSQ,SCGE,Chile,-37.401836,-72.425529
Los Angeles Whiteman Airport,WHP,KWHP,United States,34.259323,-118.413429
Los Banos Airport,LSN,KLSN,United States,37.06266,-120.869095
Los Mochis International Airport,LMM,MMLM,Mexico,25.68519,-109.080002
Los Roques Airport,LRV,SVRS,Venezuela,11.95,-66.669998
Losinj Airport,LSZ,LDLO,Croatia,44.567131,14.393872
Louisa County Airport,LOW,KLKU,United States,38.009941,-77.969009
Louisburg Triangle North Executive Airport,LFN,KLHZ,United States,36.0233,-78.330299
Louisville Bowman Field Airport,LOU,KLOU,United States,38.228001,-85.663696
Louisville Clark Regional Airport,QSV,KJVY,United States,38.366142,-85.737885
Louisville International Airport,SDF,KSDF,United States,38.17408,-85.736397
Louisville Winston County Airport,LMS,KLMS,United States,33.146198,-89.0625
Lourdes-de-Blanc-Sablon Airport,YBX,CYBX,Canada,51.439999,-57.18
Loyangalani Airport,LOY,HKLY,Kenya,2.763331,36.718456
Luanda Dr Antonio Agostinho Neto Airport,NBJ,FNBJ,Angola,-9.053644,13.495178
Luanda Quatro de Fevereiro Airport,LAD,FNLU,Angola,-8.859176,13.232758
Luang Namtha Airport,LXG,VLLN,Laos,20.958513,101.402679
Luang Prabang International Airport,LPQ,VLLB,Laos,19.904608,102.167267
Lubango Airport,SDD,FNUB,Angola,-14.9247,13.57502
Lubbock Preston Smith International Airport,LBB,KLBB,United States,33.663631,-101.821999
Lubeck Airport,LBC,EDHL,Germany,53.805359,10.71922
Lubin Airport,QPL,EPLU,Poland,51.422951,16.196295
Lublin Airport,LUZ,EPLB,Poland,51.240002,22.713333
Lubuklinggau Silampari Airport,LLJ,WIPB,Indonesia,-3.284167,102.91333
Lubumbashi International Airport,FBM,FZQA,Democratic Republic Of The Congo,-11.5913,27.53088
Lucas do Rio Verde Airport,LVR,SILC,Brazil,-13.036552,-55.948006
Lucca Tassignano Airport,LCV,LIQL,Italy,43.828201,10.5781
Lucenec Airport,LUE,LZLU,Slovakia,48.33987,19.735929
Luciana El Castano Airport,QOL,LECT,Spain,39.013775,-4.38745
Lucknow Chaudhary Charan Singh Airport,LKO,VILK,India,26.76059,80.889328
Luderitz Airport,LUD,FYLZ,Namibia,-26.6873,15.24286
Ludhiana Halwara International Airport,HWR,VIHX,India,30.746735,75.632202
Ludhiana Sahnewal Airport,LUH,VILD,India,30.854679,75.952591
Ludington Mason County Airport,LDM,KLDM,United States,43.962502,-86.407776
Luena Airport,LUO,FNUE,Angola,-11.767454,19.894024
Lufkin Angelina County Airport,LFK,KLFK,United States,31.234011,-94.75
Lugano Airport,LUG,LSZA,Switzerland,46.004269,8.910578
Luganville Santo-Pekoa International Airport,SON,NVSS,Vanuatu,-15.5057,167.221298
Lugh Ganane Airport,LGX,HCMJ,Somalia,3.811793,42.545841
Lukla Tenzing Hillary Airport,LUA,VNLK,Nepal,27.687771,86.731377
Lulea Airport,LLA,ESPA,Sweden,65.543747,22.121981
Lumberton Municipal Airport,LBT,KLBT,United States,34.61404,-79.060112
Luoyang Beijiao Airport,LYA,ZHLY,China,34.741112,112.388298
Lupfig Birrfeld Airport,QYP,LSZF,Switzerland,47.443657,8.233995
Lusaka Kenneth Kaunda International Airport,LUN,FLKK,Zambia,-15.3308,28.45262
Lutselke Airport,YSG,CYLK,Canada,62.41824,-110.682129
Luwuk Bubung Airport,LUW,WAFW,Indonesia,-1.03891,122.771896
Luxembourg Findel Airport,LUX,ELLX,Luxembourg,49.623329,6.204444
Luxor International Airport,LXR,HELX,Egypt,25.671021,32.706581
Luzhou Yunlong Airport,LZO,ZULZ,China,29.030001,105.470001
Lviv Danylo Halytskyi International Airport,LWO,UKLL,Ukraine,49.8125,23.95611
Lycksele Airport,LYC,ESNL,Sweden,64.548317,18.716209
Lydd Ashford Airport,LYX,EGMD,United Kingdom,50.956108,0.939167
Lynchburg Regional Airport,LYH,KLYH,United States,37.325378,-79.200401
Lynn Lake Airport,YYL,CYYL,Canada,56.86388,-101.075996
Lyon Bron Airport,LYN,LFLY,France,45.729691,4.943221
Lyon Saint Exupery Airport,LYS,LFLL,France,45.719643,5.089108
Lyuliang Airport,LLV,ZBLL,China,37.6833,111.142776
Maafaru International Airport,NMF,VRDA,Maldives,5.822222,73.474724
Maamigili Villa International Airport,VAM,VRMV,Maldives,3.47,72.830002
Maasai Mara Angama Airport,ANA,HKOM,Kenya,-1.271581,34.955269
Maasai Mara Keekorok Airport,KEU,HKKE,Kenya,-1.586377,35.257462
Maasai Mara Kichwa Tembo Airport,KTJ,HKTB,Kenya,-1.263508,35.027596
Maasai Mara Musiara Airport,MDR,HKMZ,Kenya,-1.298636,35.063873
Maasai Mara North Airport,HKR,HKMF,Kenya,-1.145556,35.124722
Maasai Mara Ol Kiombo Airport,OLX,HKOK,Kenya,-1.408695,35.109913
Maasai Mara Serena Airport,MRE,HKMS,Kenya,-1.404953,35.008293
Maastricht Aachen Airport,MST,EHBK,Netherlands,50.911652,5.770144
Maavaarulaa Airport,RUL,VRQM,Maldives,0.336667,73.511391
Mabuiag Island Airport,UBB,YMAA,Australia,-9.950275,142.195282
Macae Airport,MEA,SBME,Brazil,-22.341843,-41.76405
Macapa International Airport,MCP,SBMQ,Brazil,0.050664,-51.072102
Macau International Airport,MFM,VMMC,Macao,22.149549,113.591499
Maceio Zumbi dos Palmares International Airport,MCZ,SBMO,Brazil,-9.5108,-35.791599
Mackay Airport,MKY,YBMK,Australia,-21.1716,149.179703
Mackinac Island Airport,MCD,KMCD,United States,45.866669,-84.633331
Macomb Municipal Airport,MQB,KMQB,United States,40.519688,-90.651581
Macon Charnay Airport,QFL,LFLM,France,46.295876,4.795879
Macon Downtown Airport,MAC,KMAC,United States,32.822266,-83.562706
Macon Middle Georgia Regional Airport,MCN,KMCN,United States,32.692848,-83.6492
Madang Airport,MAG,AYMD,Papua New Guinea,-5.20708,145.788696
Madera Municipal Airport,MAE,KMAE,United States,36.989124,-120.113167
Madison Bruce Campbell Field Airport,DXE,KMBO,United States,32.441071,-90.104126
Madison Dane County Regional Airport,MSN,KMSN,United States,43.139851,-89.337502
Madison Municipal Airport,IMS,KIMS,United States,38.760994,-85.463814
Madison Municipal Airport,XMD,KMDS,United States,44.016171,-97.086197
Madivaru Airport,LMV,VRGD,Maldives,5.457688,73.370255
Madras Municipal Airport,MDJ,KS33,United States,44.667149,-121.153412
Madrid Barajas Airport,MAD,LEMD,Spain,40.488701,-3.57
Madrid Cuatro Vientos Airport,QYU,LECU,Spain,40.370556,-3.785
Madrid Getafe Airport,QYM,LEGT,Spain,40.296906,-3.719975
Madrid Torrejon Airport,TOJ,LETO,Spain,40.498768,-3.439534
Madurai Airport,IXM,VOMD,India,9.834508,78.093369
Mae Hong Son Airport,HGN,VTCH,Thailand,19.301722,97.975151
Mae Sot Airport,MAQ,VTPM,Thailand,16.700369,98.544533
Mafia Airport,MFA,HTMA,Tanzania,-7.9175,39.668331
Magadan Sokol Airport,GDX,UHMM,Russia,59.91098,150.720398
Magangue Baracoa Regional Airport,MGN,SKMG,Colombia,9.284739,-74.846001
Magas Airport,IGT,URMS,Russia,43.3223,45.0126
Magdeburg City Airport,QRM,EDBM,Germany,52.073658,11.62684
Magdeburg Cochstedt Airport,CSO,EDBC,Germany,51.855831,11.418333
Magnitogorsk International Airport,MQF,USCM,Russia,53.393131,58.755661
Magnolia Municipal Airport,AGO,KAGO,United States,33.227787,-93.217003
Magway Airport,MWQ,VYMW,Myanmar (Burma),20.153675,94.968651
Mahajanga Amborovy Airport,MJN,FMNM,Madagascar,-15.6671,46.351822
Mahendranagar Airport,XMG,VNMN,Nepal,28.960047,80.147858
Mahikeng Mmabatho Airport,MBD,FAMM,South Africa,-25.798401,25.548
Mahon Menorca Airport,MAH,LEMH,Spain,39.862591,4.218647
Mahshahr Airport,MRX,OIAM,Iran,30.55619,49.151871
Maiana Airport,MNK,NGMA,Kiribati,1.003718,173.031326
Maicao La Mina Airport,MCJ,SKLM,Colombia,11.2325,-72.490097
Maiduguri International Airport,MIU,DNMA,Nigeria,11.85534,13.08095
Mainz Finthen Airport,QEZ,EDFZ,Germany,49.967499,8.147222
Maio Airport,MMO,GVMA,Cape Verde,15.15592,-23.213699
Maitland Airport,MTL,YMND,Australia,-32.7033,151.488007
Majalengka Kertajati International Airport,KJT,WICA,Indonesia,-6.644958,108.163513
Majuro Marshall Islands International Airport,MAJ,PKMJ,Marshall Islands,7.06498,171.272003
Makassar Sultan Hasanuddin International Airport,UPG,WAAA,Indonesia,-5.06381,119.556488
Makemo Airport,MKP,NTGM,French Polynesia,-16.5839,-143.658005
Makhachkala Uytash Airport,MCX,URML,Russia,42.816818,47.65229
Makin Airport,MTK,NGMN,Kiribati,3.374444,172.992203
Makkovik Airport,YMN,CYFT,Canada,55.077221,-59.187778
Maku International Airport,IMQ,OITU,Iran,39.192501,44.925278
Makurdi Airport,MDI,DNMK,Nigeria,7.703883,8.613832
Mala Mala Airport,AAM,FAMD,South Africa,-24.817514,31.54468
Malabo International Airport,SSG,FGSL,Equatorial Guinea,3.755267,8.708717
Malacca International Airport,MKZ,WMKM,Malaysia,2.263361,102.251503
Malaga Costa Del Sol Airport,AGP,LEMG,Spain,36.680042,-4.495945
Malakal International Airport,MAK,HSSM,South Sudan,9.558969,31.652241
Malang Abdul Rachman Saleh Airport,MLG,WARA,Indonesia,-7.92655,112.7145
Malargue Airport,LGS,SAMM,Argentina,-35.4935,-69.574203
Malatya Erhac Airport,MLX,LTAT,Turkey,38.435341,38.091
Malden Regional Airport,MAW,KMAW,United States,36.600601,-89.992203
Male Velana International Airport,MLE,VRMM,Maldives,4.191833,73.529121
Maliana Airport,MPT,WPMN,Timor-Leste (East Timor),-8.972443,125.215385
Malinau Kolonel RA Bessing Airport,LNU,WALM,Indonesia,3.576389,116.618332
Malindi Airport,MYD,HKML,Kenya,-3.2293,40.101662
Mallacoota Airport,XMC,YMCO,Australia,-37.599388,149.721115
Malmo Airport,MMX,ESMS,Sweden,55.53619,13.376243
Malolo Lailai Airport,PTF,NFFO,Fiji,-17.778086,177.196701
Malta Luqa International Airport,MLA,LMML,Malta,35.857491,14.4775
Mambajao Camiguin Airport,CGM,RPMH,Philippines,9.253611,124.706947
Mamburao Airport,MBO,RPUM,Philippines,13.20809,120.605301
Mammoth Yosemite Airport,MMH,KMMH,United States,37.624992,-118.842377
Mamuju Tampa Padang Airport,MJU,WAFJ,Indonesia,-2.586667,119.029167
Man Airport,MJC,DIMN,Ivory Coast,7.271154,-7.587446
Mana Island Airport,MNF,NFMA,Fiji,-17.670626,177.093765
Manado Sam Ratulangi International Airport,MDC,WAMM,Indonesia,1.549447,124.925797
Managua Augusto C. Sandino International Airport,MGA,MNMG,Nicaragua,12.14149,-86.168098
Manassas Regional Airport,MNZ,KHEF,United States,38.721943,-77.518059
Manaus Eduardo Gomes International Airport,MAO,SBEG,Brazil,-3.03861,-60.049702
Manaus Ponta Pelada Airport,PLL,SBMN,Brazil,-3.14604,-59.986301
Manchester Airport,MAN,EGCC,United Kingdom,53.353741,-2.27495
Manchester Barton Airport,QGC,EGCB,United Kingdom,53.471836,-2.388732
Manchester Boston Regional Airport,MHT,KMHT,United States,42.9328,-71.435699
Mandalay Chanmyathazi Airport,VBC,VYCZ,Myanmar (Burma),21.940538,96.089584
Mandalay International Airport,MDL,VYMD,Myanmar (Burma),21.70215,95.977921
Mangaluru International Airport,IXE,VOML,India,12.955112,74.887695
Mangrove Cay Clarence A. Bain Airport,MAY,MYAB,Bahamas,24.287701,-77.684601
Mangshi Airport,LUM,ZPLX,China,24.405279,98.531898
Manhattan Regional Airport,MHK,KMHK,United States,39.140968,-96.670799
Manhuacu Airport,JMA,SNJM,Brazil,-20.259501,-42.183952
Manicore Airport,MNX,SBMY,Brazil,-5.81138,-61.278301
Manihi Airport,XMH,NTGI,French Polynesia,-14.4375,-146.070007
Maniitsoq Airport,JSU,BGMQ,Greenland,65.41246,-52.9394
Manila Municipal Airport,MXA,KMXA,United States,35.894444,-90.154442
Manila Ninoy Aquino International Airport,MNL,RPLL,Philippines,14.50864,121.019501
Maningrida Airport,MNG,YMGD,Australia,-12.05492,134.232269
Manistee County Blacker Airport,MBL,KMBL,United States,44.272598,-86.242218
Manitowoc County Airport,MTW,KMTW,United States,44.129723,-87.68222
Maniwaki Airport,YMW,CYMW,Canada,46.272667,-75.990524
Manizales La Nubia Airport,MZL,SKMZ,Colombia,5.029992,-75.465103
Manjimup Airport,MJP,YMJM,Australia,-34.265301,116.139999
Mankato Regional Airport,MKT,KMKT,United States,44.22361,-93.918335
Manley Hot Springs Airport,MLY,PAML,United States,64.988113,-150.647461
Manners Creek Airport,MFP,YMCR,Australia,-22.099245,137.985535
Mannheim City Airport,MHG,EDFM,Germany,49.472698,8.514264
Manokotak Airport,KMO,PAMB,United States,58.9902,-159.050003
Manokwari Rendani Airport,MKW,WAUU,Indonesia,-0.89183,134.049103
Mansa Airport,MNS,FLMA,Zambia,-11.138169,28.874895
Mansfield Lahm Regional Airport,MFD,KMFD,United States,40.82,-82.512779
Manta Eloy Alfaro International Airport,MEC,SEMT,Ecuador,-0.94607,-80.678802
Manteo Dare County Regional Airport,MEO,KMQI,United States,35.919167,-75.695274
Manville Central Jersey Regional Airport,JVI,K47N,United States,40.525063,-74.597038
Manzanillo Playa de Oro International Airport,ZLO,MMZO,Mexico,19.14477,-104.557999
Manzanillo Sierra Maestra Airport,MZO,MUMZ,Cuba,20.28817,-77.089302
Manzhouli Xijiao Airport,NZH,ZBMZ,China,49.566513,117.331032
Manzini King Mswati III International Airport,SHO,FDSK,Eswatini,-26.357668,31.717159
Manzini Matsapha Airport,MTS,FDMS,Eswatini,-26.528999,31.30751
Maputo International Airport,MPM,FQMA,Mozambique,-25.920799,32.572601
Mar del Plata Astor Piazzolla International Airport,MDQ,SAZM,Argentina,-37.934101,-57.573299
Maraba Airport,MAB,SBMA,Brazil,-5.36858,-49.138
Maracaibo La Chinita International Airport,MAR,SVMC,Venezuela,10.5582,-71.727798
Maradi Airport,MFQ,DRRM,Niger,13.5025,7.12675
Maragheh Sahand Airport,ACP,OITM,Iran,37.348,46.127899
Marakei Airport,MZK,NGMK,Kiribati,2.058707,173.271896
Marambio Airport,QAB,SAWB,Antarctica,-64.238701,-56.629845
Marana Pinal Airport,MZJ,KMZJ,United States,32.509842,-111.325302
Marathon Airport,YSP,CYSP,Canada,48.757214,-86.345924
Marathon Florida Keys Airport,MTH,KMTH,United States,24.726206,-81.050934
Marau Barra Grande Airport,MUU,SIRI,Brazil,-13.906001,-38.938728
Marble Bar Airport,MBB,YMBL,Australia,-21.162701,119.833817
Marco Island Airport,MRK,KMKY,United States,25.999664,-81.674171
Mardin Airport,MQM,LTCR,Turkey,37.223331,40.63166
Mare Airport,MEE,NWWR,New Caledonia,-21.4816,168.037506
Mareeba Airport,MRG,YMBA,Australia,-17.070288,145.424179
Marfa Municipal Airport,MRF,KMRF,United States,30.369631,-104.015869
Margaret River Airport,MQZ,YMGT,Australia,-33.930599,115.099998
Margate Airport,MGH,FAMG,South Africa,-30.857401,30.34301
Maribor Airport,MBX,LJMB,Slovenia,46.479858,15.68613
Marica Airport,JMR,SBMI,Brazil,-22.91847,-42.828739
Marie-Galante Airport,GBJ,TFFM,Guadeloupe,15.869035,-61.269714
Mariehamn Airport,MHQ,EFMA,Finland,60.1222,19.898149
Marilia Airport,MII,SBML,Brazil,-22.197001,-49.93
Marina Municipal Airport,OAR,KOAR,United States,36.6819,-121.762001
Maringa Regional Airport,MGF,SBMG,Brazil,-23.476299,-52.016399
Marion Municipal Airport,MNN,KMNN,United States,40.617222,-83.061043
Marion Municipal Airport,MZZ,KMZZ,United States,40.489899,-85.679703
Marion Williamson County Regional Airport,MWA,KMWA,United States,37.751945,-89.016388
Maripasoula Airport,MPY,SOOA,French Guiana,3.657115,-54.037697
Marl Loemuhle Airport,QJM,EDLM,Germany,51.646954,7.162174
Marla Airport,MRP,YALA,Australia,-27.334501,133.627701
Marmul Airport,OMM,OOMX,Oman,18.138243,55.180038
Maroantsetra Airport,WMN,FMNR,Madagascar,-15.4366,49.688332
Maroua Salak Airport,MVR,FKKL,Cameroon,10.45139,14.25736
Marquette Sawyer International Airport,MQT,KSAW,United States,46.35363,-87.395302
Marrakesh Menara Airport,RAK,GMMX,Morocco,31.60688,-8.0363
Marree Airport,RRE,YMRE,Australia,-29.663151,138.066025
Marsa Alam International Airport,RMF,HEMA,Egypt,25.55711,34.58371
Marsa Brega Airport,LMQ,HLMB,Libya,30.374851,19.579227
Marsa Matruh International Airport,MUH,HEMM,Egypt,31.32535,27.22168
Marseille Provence Airport,MRS,LFML,France,43.436661,5.215
Marsh Harbour Airport,MHH,MYAM,Bahamas,26.5114,-77.083397
Marshall Don Hunter Sr. Airport,MLL,PADM,United States,61.864185,-162.026169
Marshall Harrison County Airport,ASL,KASL,United States,32.5205,-94.3078
Marshall Memorial Municipal Airport,MHL,KMHL,United States,39.097038,-93.200363
Marshall Southwest Minnesota Regional Airport,MML,KMML,United States,44.447224,-95.817497
Marshalltown Municipal Airport,MIW,KMIW,United States,42.112537,-92.916039
Marshfield Municipal Airport,MFI,KMFI,United States,44.63459,-90.188683
Martha's Vineyard Airport,MVY,KMVY,United States,41.389336,-70.611816
Martinique Aime Cesaire International Airport,FDF,TFFF,Martinique,14.59222,-60.9963
Martinsburg Eastern WV Regional Airport,MRB,KMRB,United States,39.401669,-77.985001
Marudi Airport,MUR,WBGM,Malaysia,4.1775,114.321899
Marville Montmedy Airport,QFT,LFYK,France,49.455929,5.415401
Mary International Airport,MYP,UTAM,Turkmenistan,37.6194,61.896702
Mary's Harbour Airport,YMH,CYMH,Canada,52.302799,-55.847198
Maryborough Airport,MBH,YMYB,Australia,-25.5133,152.714996
Marysville Beale Air Force Base,BAB,KBAB,United States,39.135895,-121.436424
Marysville Yuba County Airport,MYV,KMYV,United States,39.098057,-121.569725
Masbate Moises R. Espinosa Airport,MBT,RPVJ,Philippines,12.369444,123.629166
Maseru Moshoeshoe I International Airport,MSU,FXMM,Lesotho,-29.4622,27.5525
Mashhad International Airport,MHD,OIMM,Iran,36.235191,59.640968
Mason City Municipal Airport,MCW,KMCW,United States,43.156944,-93.329445
Maspalomas Airport,QRP,GCLB,Spain,27.782351,-15.507492
Massa Cinquale Airport,QIQ,LILQ,Italy,43.986,10.1428
Massena International Airport,MSS,KMSS,United States,44.935829,-74.845497
Masset Airport,ZMT,CZMT,Canada,54.02,-132.119995
Masterton Hood Airport,MRO,NZMS,New Zealand,-40.974709,175.634445
Masuda Hagi Iwami Airport,IWJ,RJOW,Japan,34.676388,131.790283
Matagami Airport,YNM,CYNM,Canada,49.761635,-77.802521
Mataiva Airport,MVT,NTGV,French Polynesia,-14.8694,-148.712997
Matak Tarempa Airport,MWK,WIOM,Indonesia,3.34812,106.258003
Matamata Airport,MTA,NZMA,New Zealand,-37.737049,175.741318
Matamoros International Airport,MAM,MMMA,Mexico,25.76989,-97.525299
Matane Airport,YME,CYME,Canada,48.855968,-67.453598
Mataveri International Airport,IPC,SCIP,Chile,-27.1647,-109.420998
Matei Taveuni Airport,TVU,NFNM,Fiji,-16.6905,-179.876007
Matsu Beigan Airport,MFK,RCMT,Taiwan,26.223888,120.002502
Matsu Nangan Airport,LZN,RCFG,Taiwan,26.1597,119.958397
Matsumoto Airport,MMJ,RJAF,Japan,36.166752,137.922607
Matsuyama Airport,MYJ,RJOM,Japan,33.827221,132.699707
Mattoon / Charleston Coles County Memorial Airport,MTO,KMTO,United States,39.477982,-88.279648
Matupa Orlando Villas-Boas Airport,MBK,SWXM,Brazil,-10.173235,-54.954365
Maturin International Airport,MUN,SVMT,Venezuela,9.749067,-63.1534
Maues Airport,MBZ,SWMW,Brazil,-3.37217,-57.7248
Maumere Frans Seda Airport,MOF,WATC,Indonesia,-8.64064,122.236801
Maun Airport,MUB,FBMN,Botswana,-19.9725,23.43108
Maupiti Airport,MAU,NTTP,French Polynesia,-16.4263,-152.242996
Mauritius Sir Seewoosagur Ramgoolam International Airport,MRU,FIMP,Mauritius,-20.430281,57.683731
Mawlamyine Airport,MNU,VYMM,Myanmar (Burma),16.4447,97.660698
Maxton Airport,MXE,KMEB,United States,34.792423,-79.369392
Mayaguana Airport,MYG,MYMM,Bahamas,22.37952,-73.013496
Mayaguez Eugenio María de Hostos,MAZ,TJMZ,Puerto Rico,18.25569,-67.148399
Mayo Airport,YMA,CYMA,Canada,63.616837,-135.877182
Mazamari Mayor Nancy Flores Paucar Airport,MZA,SPMF,Peru,-11.325631,-74.535728
Mazar-I-Sharif International Airport,MZR,OAMS,Afghanistan,36.706909,67.209671
Mazatlan International Airport,MZT,MMMZ,Mexico,23.16135,-106.265999
Mbandaka Airport,MDK,FZEA,Democratic Republic Of The Congo,0.022514,18.288782
Mbarara Airport,MBQ,HUMA,Uganda,-0.555278,30.599443
Mbuji Mayi Airport,MJM,FZWA,Democratic Republic Of The Congo,-6.12123,23.569
Mc Alester Regional,MLC,KMLC,United States,34.882401,-95.783401
McAllen Miller International Airport,MFE,KMFE,United States,26.175831,-98.238602
McArthur River Mine Airport,MCV,YMHU,Australia,-16.444483,136.075821
McCall Municipal Airport,MYL,KMYL,United States,44.89267,-116.103989
McComb Pike County Airport,MCB,KMCB,United States,31.178703,-90.472
McCook Ben Nelson Regional Airport,MCK,KMCK,United States,40.206268,-100.592003
McGrath Airport,MCG,PAMC,United States,62.952751,-155.604996
McKinney National Airport,QQT,KTKI,United States,33.178055,-96.590553
McMinnville Municipal Airport,MMV,KMMV,United States,45.194439,-123.135002
McMinnville Warren County Memorial Airport,RNC,KRNC,United States,35.698933,-85.843468
McMurdo Ice Runway,QAI,NZIR,Antarctica,-77.853889,166.468613
McMurdo Phoenix Airfield,QAX,NZFX,Antarctica,-77.956429,166.766663
McMurdo Williams Field,QAW,NZWD,Antarctica,-77.8675,167.056671
McPherson Airport,MPR,KMPR,United States,38.354927,-97.689384
McRae-Helena Telfair Wheeler Airport,MQW,KMQW,United States,32.096226,-82.879791
Meadow Lake Airport,YLJ,CYLJ,Canada,54.125271,-108.522003
Mechria Airport,MZW,DAAY,Algeria,33.535381,-0.242091
Medan Kuala Namu International Airport,KNO,WIMM,Indonesia,3.640252,98.872971
Medellin Enrique Olaya Herrera Airport,EOH,SKMD,Colombia,6.219958,-75.5905
Medellin Jose Maria Cordova International Airport,MDE,SKRG,Colombia,6.164444,-75.422997
Medford Rogue Valley International Airport,MFR,KMFR,United States,42.374222,-122.873001
Medicine Hat Airport,YXH,CYXH,Canada,50.01889,-110.720001
Medina Prince Mohammad bin Abdulaziz Airport,MED,OEMA,Saudi Arabia,24.555058,39.707764
Meekathara Airport,MKR,YMEK,Australia,-26.610001,118.540001
Megeve Airport,MVV,LFHM,France,45.822281,6.649924
Meghauli Airport,MEY,VNMG,Nepal,27.577562,84.22937
Mehamn Airport,MEH,ENMH,Norway,71.02916,27.826111
Meixian Airport,MXZ,ZGMX,China,24.268999,116.103996
Mekele Alula Aba Nega Airport,MQX,HAMK,Ethiopia,13.46736,39.533459
Mekoryuk Airport,MYU,PAMY,United States,60.37278,-166.268051
Melangguane Airport,MNA,WAMN,Indonesia,4.006944,126.672997
Melbourne Airport,MEL,YMML,Australia,-37.665794,144.837296
Melbourne Avalon International Airport,AVV,YMAV,Australia,-38.040394,144.467255
